date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:33:29	38264/38264	---M--	200	added ('OK')	application/font-woff	etag:%2256e00a98-9578%22	http://static.best-gooods.ru/fonts/robotoitalic.woff	/home/abbyz/websites/Finishing%20Touch/web/images/robotoitalic.woff	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:30	27920/27920	---M--	200	added ('OK')	application/octet-stream	etag:%2256e00a98-6d10%22	http://static.best-gooods.ru/fonts/robotomedium.woff2	/home/abbyz/websites/Finishing%20Touch/web/images/robotomedium.woff2	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:32	68720/68720	---MCZ	200	added ('OK')	text/plain	etag:W/%222be0f85-10c70-52d9c19a79fee%22	http://static.best-gooods.ru/fonts/robotoitalic.ttf	/home/abbyz/websites/Finishing%20Touch/web/images/robotoitalic.ttf	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:34	35276/35276	---M--	200	added ('OK')	application/font-woff	etag:%2256e00a98-89cc%22	http://static.best-gooods.ru/fonts/robotomedium.woff	/home/abbyz/websites/Finishing%20Touch/web/images/robotomedium.woff	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:38	30192/30192	---M--	200	added ('OK')	application/octet-stream	etag:%2256e00a98-75f0%22	http://static.best-gooods.ru/fonts/robotomediumitalic.woff2	/home/abbyz/websites/Finishing%20Touch/web/images/robotomediumitalic.woff2	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:38	61252/61252	---MCZ	200	added ('OK')	text/plain	etag:W/%222be0f8e-ef44-52d9c19ada307%22	http://static.best-gooods.ru/fonts/robotomedium.ttf	/home/abbyz/websites/Finishing%20Touch/web/images/robotomedium.ttf	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:40	27920/27920	URF---	200	added ('OK%20(cached)')	application/woff2		http://static.best-gooods.ru/fonts/robotomedium.woff2	/home/abbyz/websites/Finishing%20Touch/web/images/robotomedium.woff2	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:40	37948/37948	---M--	200	added ('OK')	application/font-woff	etag:%2256e00a98-943c%22	http://static.best-gooods.ru/fonts/robotomediumitalic.woff	/home/abbyz/websites/Finishing%20Touch/web/images/robotomediumitalic.woff	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:42	35276/35276	URF---	200	added ('OK%20(cached)')	application/woff		http://static.best-gooods.ru/fonts/robotomedium.woff	/home/abbyz/websites/Finishing%20Touch/web/images/robotomedium.woff	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:42	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2020%20Feb%202018%2015:33:41%20GMT	http://static.best-gooods.ru/fonts/robotomedium.ttf	/home/abbyz/websites/Finishing%20Touch/web/images/robotomedium.ttf	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:44	30192/30192	URF---	200	added ('OK%20(cached)')	application/woff2		http://static.best-gooods.ru/fonts/robotomediumitalic.woff2	/home/abbyz/websites/Finishing%20Touch/web/images/robotomediumitalic.woff2	(from http://static.best-gooods.ru/fonts/roboto.css)
17:33:44	27724/27724	---M--	200	added ('OK')	application/octet-stream	etag:%2256e00a98-6c4c%22	http://static.best-gooods.ru/fonts/robotobold.woff2	/home/abbyz/websites/Finishing%20Touch/web/images/robotobold.woff2	(from http://static.best-gooods.ru/fonts/roboto.css)
